"","country","iso3c","year","GDP_pc_const2015","GDP_currentLCU","official_exchange","pop_tot","cpi","FDI_netinflow_share","trade_pct_GDP","income_tax_pct_all"
"1","CRI","CRI",2000,7646.02737177608,4627050524500,308.186666666667,3979193,37.3575448929626,4.8184645000041,86.5249235317703,NA
"2","CRI","CRI",2001,7768.43895498405,5254084454200,328.870833333333,4053222,41.5623665844754,3.89233617537997,80.852758718109,NA
"3","CRI","CRI",2002,7898.63313789409,5965391259700,359.81752688172,4122623,45.3726050551959,4.36202694033196,80.4139443360039,23.2801645223585
"4","CRI","CRI",2003,8109.82489719484,6885560043700,398.662222222222,4188610,49.6592186315597,4.48353970316272,83.3277075355642,24.9198203976908
"5","CRI","CRI",2004,8340.82985214551,8150137801000,437.935,4252800,55.7746595453635,5.82312653331866,85.2564771965872,24.6185837058482
"6","CRI","CRI",2005,8545.74727395582,9577022226900,477.786741487455,4315887,63.4706115549824,7.62843539507747,89.2226638923224,24.7797436947923
"7","CRI","CRI",2006,9041.38679579351,11613319991000,511.301817940348,4378172,70.7510695024091,7.92850433083463,89.8145546121463,24.5170285298736
"8","CRI","CRI",2007,9647.86089474902,13889052911000,516.617390232975,4440019,77.3714201075166,8.3374260915909,86.4565958445574,25.7606785629709
"9","CRI","CRI",2008,9966.0484404789,16208974699000,526.23551344086,4501921,87.758118198531,7.90900719295,86.4015127086602,27.9147523831757
"10","CRI","CRI",2009,9746.49069601726,17626147745000,573.287956733231,4563127,94.6407256061966,5.25151067240009,69.7593177243619,29.5834133597576
"11","CRI","CRI",2010,10137.5821702895,19802010593000,525.829200716846,4622252,100,5.06371199095705,67.5120896830842,29.1669911365761
"12","CRI","CRI",2011,10453.5225661682,21623524557000,505.664239919355,4679926,104.877998309707,6.39172539630007,68.6391465058145,27.4627010658407
"13","CRI","CRI",2012,10832.7567617685,23752868569000,502.901461981567,4736593,109.592739581609,5.70866124861953,67.0485392959444,26.9469753732887
"14","CRI","CRI",2013,10975.6963726441,25462954639000,499.766832565284,4791535,115.325904176069,6.291277352193,64.0664105889507,27.4894916167104
"15","CRI","CRI",2014,11240.7115867772,28001327621000,538.317200279058,4844288,120.53771357375,6.23293661039784,65.1912420520727,27.6826167721644
"16","CRI","CRI",2015,11529.9551730192,30171918864000,534.565769969278,4895242,121.50440434597,5.23639457666332,60.7535619389169,28.4074407180097
"17","CRI","CRI",2016,11893.323254213,32056288212000,544.73936722902,4945205,121.483166772673,4.45296211770326,62.1784781755817,29.1401182101582
"18","CRI","CRI",2017,12267.1620386503,34343647498000,567.51309030978,4993842,123.458369999913,4.83327522072814,65.0719537442883,30.6815318249508
"19","CRI","CRI",2018,12470.9574208108,36014718708000,576.97250124808,5040734,126.20052189975,4.829438721344,66.9453420155254,32.0109517213994
"20","CRI","CRI",2019,12662.4228535715,37832149784000,587.294595686124,5084532,128.845743336848,4.22094016660926,65.7605300175717,32.8409687286845
"21","CRI","CRI",2020,12030.0485934011,36495246082000,584.900854962304,5123105,129.77976091938,3.37043523311192,60.1398862489796,32.8519971948079
"22","CRI","CRI",2021,12906.9970447409,40326625935900,620.784720014081,5153957,132.020379357515,5.53072986406839,70.7816423027085,33.1379964170515
