"","country","iso3c","year","GDP_pc_const2015","GDP_currentLCU","official_exchange","pop_tot","cpi","FDI_netinflow_share","trade_pct_GDP","income_tax_pct_all"
"1","MEX","MEX",2000,9655.60249855758,7016603942000,9.45555833333333,97873442,63.3128119183035,2.47719212505446,49.9104091943629,43.1582282135595
"2","MEX","MEX",2001,9464.99502583147,7437107660000,9.34234166666667,99394288,67.3444059411696,3.77607805645799,44.7401090063015,NA
"3","MEX","MEX",2002,9300.11740023791,7827757973000,9.65595833333333,100917081,70.732319377097,2.48685750021276,45.2098292538764,NA
"4","MEX","MEX",2003,9271.44031997141,8259533147000,10.7890191666667,102429341,73.9484472925727,2.37188032095091,48.700416880838,NA
"5","MEX","MEX",2004,9461.92375619686,9248389798000,11.2859666666667,103945813,77.4154528387154,3.06821035154364,52.0406200335632,NA
"6","MEX","MEX",2005,9524.7424370497,9999598962000,10.8978916666667,105442402,80.5028253377382,2.74220134218643,52.5626446517886,NA
"7","MEX","MEX",2006,9847.51282216971,11120115770000,10.8992416666667,106886790,83.4246493200917,2.16879788247723,54.4821160886169,NA
"8","MEX","MEX",2007,9920.68784122208,12046753157000,10.9281916666667,108302973,86.7339792329344,2.81394170239287,55.2585243944498,NA
"9","MEX","MEX",2008,9888.13944476457,12927761287000,11.1297166666667,109684489,91.1790807033324,2.56152032505656,56.3652818862573,50.805492875362
"10","MEX","MEX",2009,9151.76956653183,12749117922000,13.513475,111049428,96.0091610619154,2.08303784883143,54.5917421313503,50.2783262042147
"11","MEX","MEX",2010,9480.13530830982,13968149524000,12.6360083333333,112532401,100,2.76140572944553,59.2733845293851,50.5825433347323
"12","MEX","MEX",2011,9667.6266461078,15268436667000,12.423325,114150481,103.407378246057,1.94422301342699,62.1623872764498,52.6230302547929
"13","MEX","MEX",2012,9872.292522087,16529124025000,13.1694583333333,115755909,107.658982747635,1.45258835704809,64.2579318900113,51.9494202989723
"14","MEX","MEX",2013,9826.13238859065,16954005680000,12.7719916666667,117290686,111.756904251934,3.83652684711182,62.6916747735807,57.1242788090849
"15","MEX","MEX",2014,9947.88602513395,18137650611000,13.29245,118755887,116.247985177591,2.08414130025771,64.0984090351215,52.7119987922023
"16","MEX","MEX",2015,10098.173182095,19228614674000,15.8482666666667,120149897,119.410675116721,2.9877280867532,70.412974676264,51.6777574763103
"17","MEX","MEX",2016,10161.3557094782,20758790506000,18.6640583333333,121519221,122.780095507214,3.49742228795392,75.6903034088551,52.2372589944113
"18","MEX","MEX",2017,10240.3104275695,22536210256000,18.9265166666667,122839258,130.197802476747,2.78101459031836,76.9521260407254,54.8261227352335
"19","MEX","MEX",2018,10343.3534302908,24176670374000,19.2443416666667,124013861,136.57664871233,3.01338710818482,80.2126616568975,54.386843933789
"20","MEX","MEX",2019,10228.980944107,25143108308000,19.2636333333333,125085311,141.542522969974,2.29436591391984,77.3963972815894,52.7156280747638
"21","MEX","MEX",2020,9279.04949552593,24081765848000,21.4856083333333,125998302,146.350487735058,2.81252013149434,76.8702623256235,52.820953542468
"22","MEX","MEX",2021,9756.85862179455,26619085988000,20.2724083333333,126705138,154.676672089174,2.69638965324324,83.2907026935293,53.1656078371765
