"","country","iso3c","year","GDP_pc_const2015","GDP_currentLCU","official_exchange","pop_tot","cpi","FDI_netinflow_share","trade_pct_GDP","income_tax_pct_all"
"1","ETH","ETH",2000,258.870525025929,67159835100,8.21725833333333,67031867,37.5823389390627,1.63351478937744,NA,NA
"2","ETH","ETH",2001,272.288550858967,68548836800,8.45749166666667,69018932,34.4863642850551,4.24475958430851,NA,28.4115927382972
"3","ETH","ETH",2002,268.423601807101,67067110300,8.56775,71073215,34.7191779720784,3.2480726995032,NA,29.4006382658362
"4","ETH","ETH",2003,255.1002658482,73995583200,8.59968333333333,73168838,39.4666940620304,5.39212251252315,NA,24.6483153229273
"5","ETH","ETH",2004,281.520325336973,87325768600,8.63558333333333,75301026,40.7798971892674,5.38041579859625,NA,17.8913624642173
"6","ETH","ETH",2005,305.979354951405,107289698100,8.66644166666667,77469940,44.8456412087524,2.13780093729558,NA,18.0077774454083
"7","ETH","ETH",2006,329.679278769055,132651633500,8.69861583333333,79691050,50.3614202259554,3.56823527416241,NA,18.8489891248814
"8","ETH","ETH",2007,357.117931473262,173308781900,8.96595,81996185,59.0439309386504,1.12647092519686,NA,19.4685298158023
"9","ETH","ETH",2008,384.572658365366,250206540400,9.59974166666667,84357105,85.2338619143604,0.400997134132692,NA,19.4297112753497
"10","ETH","ETH",2009,406.856927938661,337965157200,11.7775996725,86755585,92.4647993652397,0.68272936693443,NA,23.3507627427266
"11","ETH","ETH",2010,445.182335585895,385876491200,14.4095898080066,89237791,100,0.963030625359937,NA,26.5196439455506
"12","ETH","ETH",2011,481.037857252846,515078541000,16.8992257595275,91817929,133.249959882334,1.96735663905254,48.232935411689,26.1701854499896
"13","ETH","ETH",2012,508.065709672884,747326498000,17.7047613782674,94451280,164.697506969423,0.643172898229037,45.3979041835072,25.0318421327391
"14","ETH","ETH",2013,546.592835036965,866921083000,18.6266289575478,97084366,176.99056500687,2.82040845857162,41.4717870807625,25.5807708310101
"15","ETH","ETH",2014,586.573613503707,1060814376000,19.585789907695,99746766,189.185249477272,3.33569111068815,40.7410841498626,27.2423533236831
"16","ETH","ETH",2015,630.312619383054,1297961440000,20.57684875,102471895,207.288195981494,4.06648896536453,39.6561241449515,28.600733722228
"17","ETH","ETH",2016,671.290575859576,1.568097e+12,21.7315472222222,105293228,221.027534076201,5.57620321707488,34.8990528009428,28.1332915541465
"18","ETH","ETH",2017,715.748734748932,1.832786e+12,23.8661044574125,108197950,244.649000887414,4.91270147677603,31.1036313022906,29.7153096003481
"19","ETH","ETH",2018,744.367520290091,2.200121e+12,27.4293865941667,111129438,278.49138441874,3.98771971634175,31.199374943469,29.2371369661892
"20","ETH","ETH",2019,785.48497203795,2.690751e+12,29.06975,114120594,322.519847925871,2.65736016138456,28.8153010070423,32.7860595144116
"21","ETH","ETH",2020,811.255539909268,3.374747e+12,34.9271654040404,117190911,388.173106848802,2.22538575066647,24.006113643482,30.6685834381247
"22","ETH","ETH",2021,834.991291370409,4.341024e+12,43.73377831884,120283026,492.356913864236,3.82830640829097,24.3450393271265,36.4897969315054
