"","country","iso3c","year","GDP_pc_const2015","GDP_currentLCU","official_exchange","pop_tot","cpi","FDI_netinflow_share","trade_pct_GDP","income_tax_pct_all"
"1","SWZ","SWZ",2000,2411.44492414984,12062072300,6.93982833333333,1030496,50.3294496499372,5.21594427667844,156.40202388772,30.3456672494386
"2","SWZ","SWZ",2001,2411.37385911468,13279341400,8.60918083333333,1041396,53.3200808213556,1.90149211128434,155.971914390272,28.8356361817843
"3","SWZ","SWZ",2002,2494.44753963835,15096687000,10.5407466666667,1050809,59.7290028244156,6.48958960983803,175.79799329482,29.7686711698689
"4","SWZ","SWZ",2003,2571.68807112893,16624280800,7.56474916666667,1058797,64.0832471303155,-2.73892985474728,172.092031193313,33.0156674797211
"5","SWZ","SWZ",2004,2647.46324344273,17893626800,6.4596925,1065764,66.2911297197199,2.51191090932949,150.17440958364,26.6943128110977
"6","SWZ","SWZ",2005,2790.25078846218,20210659800,6.35932833333333,1071886,69.4558709343716,-1.44269105314687,124.5380371006,26.0447608179465
"7","SWZ","SWZ",2006,2941.39684191088,22287402500,6.77154916666667,1077735,73.1402544735956,3.67727125593996,106.924594734626,20.0157101726627
"8","SWZ","SWZ",2007,3054.08242919777,24443057100,7.045365,1084008,79.0471259920875,1.0807070118901,114.851328068943,22.3620963939548
"9","SWZ","SWZ",2008,3062.61499124935,27213165100,8.26122333333333,1089870,89.0524844930228,3.20967420909108,112.988948867252,21.9398353035377
"10","SWZ","SWZ",2009,3096.29606924652,30339380100,8.47367415824888,1094886,95.6853221296671,1.83513978065828,107.354251117346,26.7411202122544
"11","SWZ","SWZ",2010,3199.05354215576,32497184600,7.32122196115288,1099920,100,3.05626477337983,106.667443431392,44.4410382787846
"12","SWZ","SWZ",2011,3254.81337259645,35002132000,7.26113213232735,1105371,106.107427145903,2.0476871336774,80.7612996259771,43.3000450085295
"13","SWZ","SWZ",2012,3411.71936090081,40118436200,8.20996862659331,1111444,115.593056390898,0.541895494609965,79.6668677230246,19.068385659132
"14","SWZ","SWZ",2013,3521.6693370061,44389631500,9.65505606913526,1118319,122.090896076668,1.77899327588025,86.8012959287576,NA
"15","SWZ","SWZ",2014,3530.36090389521,48001148500,10.8526555687831,1125865,129.027305806354,0.582923698768785,88.3410218820077,26.7949566742927
"16","SWZ","SWZ",2015,3583.31129031343,51791348300,12.7589308811644,1133936,135.415763752502,0.775195420568083,84.0897115628866,27.9886180323731
"17","SWZ","SWZ",2016,3594.16706693255,56132157900,14.7096108855267,1142524,146.042210573467,0.703667258804116,86.6516368151241,34.7188304335348
"18","SWZ","SWZ",2017,3638.76878202013,58688938000,13.3238014244992,1151390,155.128044574078,-1.30928903735236,87.7983678968599,31.012825043294
"19","SWZ","SWZ",2018,3696.35985012092,61786224500,13.2339264715833,1160428,162.597555594944,0.667098955080786,84.747488495595,34.8426613362985
"20","SWZ","SWZ",2019,3766.06299935158,64964654023.4375,14.4517892288824,1169613,166.821866435163,2.84679229063888,88.6122002269596,34.695842102694
"21","SWZ","SWZ",2020,3672.65334987563,65588457800,16.4702558654325,1180655,NA,0.974016254040139,86.8845051575523,30.2167388722949
"22","SWZ","SWZ",2021,4025.4238297996,71712115400,14.7834351395784,1192271,NA,2.32671514927082,88.9520577439276,35.7476839658963
